 ID,Name / Nom,Latitude,Longitude,Prov/Terr,Timezone / Fuseau horaire
02GA018,"NITH RIVER AT NEW HAMBURG",43.377500,-80.711390,ON,UTC-05:00
02GA023,"CANAGAGIGUE CREEK NEAR ELMIRA",43.579920,-80.509190,ON,UTC-05:00
02GA024,"LAUREL CREEK AT WATERLOO",43.468890,-80.518890,ON,UTC-05:00
02GA028,"CONESTOGO RIVER AT GLEN ALLAN",43.654830,-80.702170,ON,UTC-05:00
02GA029,"ERAMOSA RIVER ABOVE GUELPH",43.547780,-80.182000,ON,UTC-05:00
02GA030,"ALDER CREEK NEAR NEW DUNDEE",43.371940,-80.551670,ON,UTC-05:00
02GA031,"BLUE SPRINGS CREEK NEAR EDEN MILLS",43.576140,-80.109000,ON,UTC-05:00
02GA034,"GRAND RIVER AT WEST MONTROSE",43.585000,-80.481390,ON,UTC-05:00
02GA038,"NITH RIVER ABOVE NITHBURG",43.483890,-80.835000,ON,UTC-05:00
02GA039,"CONESTOGO RIVER ABOVE DRAYTON",43.783530,-80.637780,ON,UTC-05:00
02GA040,"SPEED RIVER NEAR ARMSTRONG MILLS",43.638610,-80.270000,ON,UTC-05:00
02GA041,"GRAND RIVER NEAR DUNDALK",44.140080,-80.363110,ON,UTC-05:00
02GA042,"MOOREFIELD CREEK NEAR ROTHSAY",43.823000,-80.717860,ON,UTC-05:00
02GA043,"HUNSBURGER CREEK NEAR WILMOT CENTRE",43.364440,-80.632500,ON,UTC-05:00
02GA047,"SPEED RIVER AT CAMBRIDGE",43.421390,-80.332220,ON,UTC-05:00
02GA048,"GRAND RIVER NEAR DOON",43.412810,-80.417030,ON,UTC-05:00
02GA049,"SMITH CREEK NEAR NEWTON",43.596370,-80.894280,ON,UTC-05:00
02GB001,"GRAND RIVER AT BRANTFORD",43.132780,-80.267220,ON,UTC-05:00
02GB006,"HORNER CREEK NEAR PRINCETON",43.173890,-80.552780,ON,UTC-05:00
02GB007,"FAIRCHILD CREEK NEAR BRANTFORD",43.147400,-80.154600,ON,UTC-05:00
02GB008,"WHITEMANS CREEK NEAR MOUNT VERNON",43.126390,-80.383610,ON,UTC-05:00
02GB010,"MCKENZIE CREEK NEAR CALEDONIA",43.033890,-79.949720,ON,UTC-05:00
02GC002,"KETTLE CREEK AT ST. THOMAS",42.777780,-81.214160,ON,UTC-05:00
02GC007,"BIG CREEK NEAR WALSINGHAM",42.685550,-80.538610,ON,UTC-05:00
02GC008,"LYNN RIVER AT SIMCOE",42.823330,-80.289440,ON,UTC-05:00
02GC010,"BIG OTTER CREEK AT TILLSONBURG",42.857300,-80.723580,ON,UTC-05:00
02GC011,"BIG CREEK NEAR KELVIN",42.986810,-80.444890,ON,UTC-05:00
02GC014,"YOUNG CREEK NEAR VITTORIA",42.765750,-80.294580,ON,UTC-05:00
02GC017,"BIG OTTER CREEK ABOVE OTTERVILLE",42.965830,-80.542780,ON,UTC-05:00
02GC018,"CATFISH CREEK NEAR SPARTA",42.746110,-81.056950,ON,UTC-05:00
02GC021,"VENISON CREEK NEAR WALSINGHAM",42.653360,-80.548440,ON,UTC-05:00
02GC022,"NANTICOKE CREEK AT NANTICOKE",42.810000,-80.076110,ON,UTC-05:00
02GC026,"BIG OTTER CREEK NEAR CALTON",42.710560,-80.840840,ON,UTC-05:00
02GC029,"KETTLE CREEK ABOVE ST. THOMAS",42.835000,-81.134720,ON,UTC-05:00
02GC030,"CATFISH CREEK AT AYLMER",42.773890,-80.982780,ON,UTC-05:00
02GC031,"DODD CREEK BELOW PAYNES MILLS",42.787500,-81.267500,ON,UTC-05:00
02GC036,"SILVER CREEK NEAR GROVESEND",42.675830,-80.953330,ON,UTC-05:00
02GC037,"NANTICOKE CREEK NEAR DUNDURN",42.967060,-80.343400,ON,UTC-05:00
02GC038,"VENISON CREEK NEAR LANGTON",42.727650,-80.626530,ON,UTC-05:00
02GD001,"THAMES RIVER NEAR EALING",42.972500,-81.209720,ON,UTC-05:00
02GD003,"NORTH THAMES RIVER BELOW FANSHAWE DAM",43.040280,-81.182220,ON,UTC-05:00
02GD004,"MIDDLE THAMES RIVER AT THAMESFORD",43.059170,-80.994720,ON,UTC-05:00
02GD005,"NORTH THAMES RIVER AT ST. MARYS",43.255830,-81.145550,ON,UTC-05:00
02GD008,"MEDWAY RIVER AT LONDON",43.013890,-81.280560,ON,UTC-05:00
02GD009,"TROUT CREEK NEAR ST. MARYS",43.273250,-81.103250,ON,UTC-05:00
02GD010,"FISH CREEK NEAR PROSPECT HILL",43.220470,-81.236890,ON,UTC-05:00
02GD011,"CEDAR CREEK AT WOODSTOCK",43.121940,-80.751110,ON,UTC-05:00
02GD014,"NORTH THAMES RIVER NEAR MITCHELL",43.450280,-81.206670,ON,UTC-05:00
02GD015,"NORTH THAMES RIVER NEAR THORNDALE",43.149440,-81.192220,ON,UTC-05:00
02GD016,"THAMES RIVER AT INGERSOLL",43.041390,-80.886390,ON,UTC-05:00
02GD018,"AVON RIVER BELOW STRATFORD",43.344720,-81.116420,ON,UTC-05:00
02GD019,"TROUT CREEK NEAR FAIRVIEW",43.295830,-80.973050,ON,UTC-05:00
02GD021,"THAMES RIVER AT INNERKIP",43.215280,-80.691950,ON,UTC-05:00
02GD022,"NISSOURI CREEK NEAR EMBRO",43.130000,-80.963330,ON,UTC-05:00
02GD026,"AVON RIVER ABOVE STRATFORD",43.376640,-80.937940,ON,UTC-05:00
02GD027,"REYNOLDS CREEK NEAR PUTNAM",42.981670,-80.954720,ON,UTC-05:00
02GD028,"STONEY CREEK AT LONDON",43.021950,-81.253890,ON,UTC-05:00
02GE002,"THAMES RIVER AT BYRON",42.962500,-81.332220,ON,UTC-05:00
02GE003,"THAMES RIVER AT THAMESVILLE",42.544720,-81.967220,ON,UTC-05:00
02GE004,"THAMES RIVER AT CHATHAM",42.414440,-82.179440,ON,UTC-05:00
02GE005,"DINGMAN CREEK BELOW LAMBETH",42.933890,-81.351390,ON,UTC-05:00
02GE006,"THAMES RIVER NEAR DUTTON",42.730560,-81.577500,ON,UTC-05:00
02GE007,"MCGREGOR CREEK NEAR CHATHAM",42.383520,-82.094170,ON,UTC-05:00
02GE008,"OXBOW CREEK NEAR KILWORTH",42.966390,-81.418050,ON,UTC-05:00
02GG002,"SYDENHAM RIVER NEAR ALVINSTON",42.830830,-81.851940,ON,UTC-05:00
02GG003,"SYDENHAM RIVER AT FLORENCE",42.650550,-82.008330,ON,UTC-05:00
02GG005,"SYDENHAM RIVER AT STRATHROY",42.958610,-81.627220,ON,UTC-05:00
02GG006,"BEAR CREEK NEAR PETROLIA",42.905830,-82.119160,ON,UTC-05:00
02GG008,"SYDENHAM RIVER AT WALLACEBURG",42.592780,-82.383330,ON,UTC-05:00
02GG009,"BEAR CREEK BELOW BRIGDEN",42.811940,-82.298330,ON,UTC-05:00
02GG013,"BLACK CREEK NEAR BRADSHAW",42.762440,-82.259220,ON,UTC-05:00
02GH002,"RUSCOM RIVER NEAR RUSCOM STATION",42.211390,-82.629170,ON,UTC-05:00
02GH003,"CANARD RIVER NEAR LUKERVILLE",42.158890,-83.018890,ON,UTC-05:00
02GH004,"TURKEY CREEK AT WINDSOR",42.260560,-83.039720,ON,UTC-05:00
02GH011,"LITTLE RIVER AT WINDSOR",42.309720,-82.928340,ON,UTC-05:00
02HA006,"TWENTY MILE CREEK AT BALLS FALLS",43.133610,-79.383330,ON,UTC-05:00
02HA007,"WELLAND RIVER BELOW CAISTOR CORNERS",43.021670,-79.617770,ON,UTC-05:00
02HA013,"NIAGARA RIVER AT FORT ERIE",42.930280,-78.914170,ON,UTC-05:00
02HA014,"REDHILL CREEK AT HAMILTON",43.232220,-79.784720,ON,UTC-05:00
02HA020,"TWENTY MILE CREEK ABOVE SMITHVILLE",43.115550,-79.566110,ON,UTC-05:00
02HA024,"OSWEGO CREEK AT CANBORO",42.991390,-79.678340,ON,UTC-05:00
02HA030,"FOUR MILE CREEK NEAR VIRGIL",43.195610,-79.113330,ON,UTC-05:00
02HA031,"TWELVE MILE CREEK NEAR POWER GLEN",43.114780,-79.274560,ON,UTC-05:00
02HA032,"NORTH CREEK NEAR SMITHVILLE",43.074530,-79.525000,ON,UTC-05:00
02HB001,"CREDIT RIVER NEAR CATARACT",43.835830,-80.022780,ON,UTC-05:00
02HB004,"EAST SIXTEEN MILE CREEK NEAR OMAGH",43.498890,-79.776950,ON,UTC-05:00
02HB005,"SIXTEEN MILE CREEK AT MILTON",43.513890,-79.879720,ON,UTC-05:00
02HB007,"SPENCER CREEK AT DUNDAS",43.265560,-79.964160,ON,UTC-05:00
02HB008,"CREDIT RIVER WEST BRANCH AT NORVAL",43.646670,-79.866390,ON,UTC-05:00
02HB011,"BRONTE CREEK NEAR ZIMMERMAN",43.436940,-79.864440,ON,UTC-05:00
02HB012,"GRINDSTONE CREEK NEAR ALDERSHOT",43.300560,-79.868890,ON,UTC-05:00
02HB013,"CREDIT RIVER NEAR ORANGEVILLE",43.891110,-80.062230,ON,UTC-05:00
02HB015,"SPENCER CREEK NEAR WESTOVER",43.353080,-80.077890,ON,UTC-05:00
02HB018,"CREDIT RIVER AT BOSTON MILLS",43.773610,-79.926940,ON,UTC-05:00
02HB020,"CREDIT RIVER ERIN BRANCH ABOVE ERIN",43.771950,-80.093330,ON,UTC-05:00
02HB021,"ANCASTER CREEK AT ANCASTER",43.231170,-79.973860,ON,UTC-05:00
02HB022,"BRONTE CREEK AT CARLISLE",43.388890,-79.988050,ON,UTC-05:00
02HB023,"SPENCER CREEK AT HIGHWAY NO. 5",43.283050,-80.052780,ON,UTC-05:00
02HB024,"BLACK CREEK BELOW ACTON",43.629310,-80.010420,ON,UTC-05:00
02HB025,"CREDIT RIVER AT NORVAL",43.647500,-79.856110,ON,UTC-05:00
02HB027,"FOURTEEN MILE CREEK AT OAKVILLE",43.421110,-79.703060,ON,UTC-05:00
02HB028,"GRINDSTONE CREEK NEAR MILLGROVE",43.334860,-79.949060,ON,UTC-05:00
02HB029,"CREDIT RIVER AT STREETSVILLE",43.582360,-79.708110,ON,UTC-05:00
02HB030,"COOKSVILLE CREEK NEAR COOKSVILLE",43.592330,-79.623890,ON,UTC-05:00
02HB031,"CREDIT RIVER ERIN BRANCH AT HILLSBURGH",43.790250,-80.143440,ON,UTC-05:00
02HB032,"MOUNTSBERG CREEK BELOW MOUNTSBERG RESERVOIR",43.454830,-80.045830,ON,UTC-05:00
02HB033,"MOUNTSBERG CREEK NEAR CARLISLE",43.401530,-79.993030,ON,UTC-05:00
02HC003,"HUMBER RIVER AT WESTON",43.698890,-79.520280,ON,UTC-05:00
02HC005,"DON RIVER AT YORK MILLS",43.740280,-79.403050,ON,UTC-05:00
02HC009,"EAST HUMBER RIVER NEAR PINE GROVE",43.790000,-79.584440,ON,UTC-05:00
02HC013,"HIGHLAND CREEK NEAR WEST HILL",43.778330,-79.191390,ON,UTC-05:00
02HC017,"ETOBICOKE CREEK AT BRAMPTON",43.691390,-79.759720,ON,UTC-05:00
02HC018,"LYNDE CREEK NEAR WHITBY",43.875560,-78.960280,ON,UTC-05:00
02HC019,"DUFFINS CREEK ABOVE PICKERING",43.891390,-79.059170,ON,UTC-05:00
02HC022,"ROUGE RIVER NEAR MARKHAM",43.858330,-79.233610,ON,UTC-05:00
02HC023,"COLD CREEK NEAR BOLTON (02HC023)",43.890278,-79.720000,ON,UTC-05:00
02HC024,"DON RIVER AT TODMORDEN",43.685830,-79.361390,ON,UTC-05:00
02HC025,"HUMBER RIVER AT ELDER MILLS",43.811390,-79.627780,ON,UTC-05:00
02HC027,"BLACK CREEK NEAR WESTON",43.674170,-79.504450,ON,UTC-05:00
02HC028,"LITTLE ROUGE CREEK NEAR LOCUST HILL",43.907770,-79.216110,ON,UTC-05:00
02HC030,"ETOBICOKE CREEK BELOW QUEEN ELIZABETH HIGHWAY",43.601670,-79.556390,ON,UTC-05:00
02HC031,"WEST HUMBER RIVER AT HIGHWAY NO. 7",43.758340,-79.678890,ON,UTC-05:00
02HC032,"EAST HUMBER RIVER AT KING CREEK",43.902780,-79.612780,ON,UTC-05:00
02HC033,"MIMICO CREEK AT ISLINGTON",43.647500,-79.519720,ON,UTC-05:00
02HC038,"WEST DUFFINS CREEK ABOVE GREEN RIVER",43.915000,-79.179720,ON,UTC-05:00
02HC047,"HUMBER RIVER NEAR PALGRAVE",43.930830,-79.822220,ON,UTC-05:00
02HC049,"DUFFINS CREEK AT AJAX",43.848890,-79.056110,ON,UTC-05:00
02HC051,"CENTREVILLE CREEK NEAR ALBION",43.924450,-79.834440,ON,UTC-05:00
02HC053,"LITTLE ROUGE RIVER NEAR DICKSONS HILL",43.925690,-79.282190,ON,UTC-05:00
02HC054,"LYNDE CREEK AT BROOKLIN",43.959170,-78.960000,ON,UTC-05:00
02HC055,"LYNDE CREEK TRIBUTARY NEAR KINSALE",43.931950,-78.988610,ON,UTC-05:00
02HC056,"DON RIVER EAST BRANCH NEAR THORNHILL",43.826610,-79.438080,ON,UTC-05:00
02HC057,"HUMBER RIVER NEAR BALLYCROY",43.970310,-79.887720,ON,UTC-05:00
02HC058,"WEST HIGHLAND CREEK NEAR SCARBOROUGH VILLAGE",43.753220,-79.233670,ON,UTC-05:00
02HC059,"Humber River at Highway No. 9",43.968770,-79.873740,ON,UTC-05:00
02HD003,"GANARASKA RIVER NEAR OSACA",44.015280,-78.437500,ON,UTC-05:00
02HD004,"NORTH WEST GANARASKA RIVER NEAR OSACA",44.017220,-78.438890,ON,UTC-05:00
02HD006,"BOWMANVILLE CREEK AT BOWMANVILLE",43.921470,-78.702000,ON,UTC-05:00
02HD008,"OSHAWA CREEK AT OSHAWA",43.930280,-78.891670,ON,UTC-05:00
02HD009,"WILMOT CREEK NEAR NEWCASTLE",43.930280,-78.618890,ON,UTC-05:00
02HD010,"SHELTER VALLEY BROOK NEAR GRAFTON",43.991940,-78.001390,ON,UTC-05:00
02HD012,"GANARASKA RIVER ABOVE DALE",43.990830,-78.328330,ON,UTC-05:00
02HD013,"HARMONY CREEK AT OSHAWA",43.888890,-78.825000,ON,UTC-05:00
02HD018,"PROCTORS CREEK NEAR BRIGHTON",44.059720,-77.744450,ON,UTC-05:00
02HD019,"COBOURG BROOK AT COBOURG",43.965000,-78.185000,ON,UTC-05:00
02HD020,"BALTIMORE CREEK AT BALTIMORE",44.028830,-78.147060,ON,UTC-05:00
02HD021,"WILMOT CREEK NEAR LESKARD",44.005720,-78.642330,ON,UTC-05:00
02HD022,"COBOURG BROOK NEAR PRECIOUS CORNERS",43.988470,-78.210750,ON,UTC-05:00
02HD023,"MACKIE CREEK NEAR HAMPTON",43.979080,-78.680310,ON,UTC-05:00
02HD024,"GAGE CREEK NEAR DALE",43.997030,-78.254330,ON,UTC-05:00
02HE002,"CONSECON CREEK AT ALISONVILLE",44.027780,-77.366670,ON,UTC-05:00
02HE004,"BLACK CREEK AT MILFORD",43.936830,-77.094970,ON,UTC-05:00
02HF002,"GULL RIVER AT NORLAND",44.731950,-78.818050,ON,UTC-05:00
02HF003,"BURNT RIVER NEAR BURNT RIVER",44.710000,-78.677500,ON,UTC-05:00
02HG001,"MARIPOSA BROOK NEAR LITTLE BRITAIN",44.289720,-78.841670,ON,UTC-05:00
02HG002,"NONQUON RIVER NEAR PORT PERRY",44.086690,-79.006080,ON,UTC-05:00
02HG003,"BLACKSTOCK CREEK NEAR BLACKSTOCK",44.131920,-78.828970,ON,UTC-05:00
02HH003,"PIGEON RIVER NEAR LOTUS",44.124170,-78.695000,ON,UTC-05:00
02HH005,"PIGEON RIVER AT OMEMEE",44.296720,-78.550000,ON,UTC-05:00
02HJ001,"JACKSON CREEK AT PETERBOROUGH",44.302500,-78.321110,ON,UTC-05:00
02HJ003,"OUSE RIVER NEAR WESTWOOD",44.298610,-78.045560,ON,UTC-05:00
02HJ005,"SQUIRREL CREEK NEAR BAILIEBORO",44.123330,-78.388610,ON,UTC-05:00
02HJ006,"JACKSON CREEK NEAR JACKSON HEIGHTS",44.309830,-78.370720,ON,UTC-05:00
02HJ007,"BAXTER CREEK AT MILLBROOK",44.150530,-78.447110,ON,UTC-05:00
02HJ008,"INDIAN RIVER AT GILCHRIST BAY",44.540470,-78.095360,ON,UTC-05:00
02HK003,"CROWE RIVER AT MARMORA",44.481670,-77.684720,ON,UTC-05:00
02HK005,"CROWE RIVER NEAR GLEN ALDA",44.844440,-77.931110,ON,UTC-05:00
02HK006,"BEAVER CREEK NEAR MARMORA",44.535280,-77.696660,ON,UTC-05:00
02HK007,"COLD CREEK AT ORLAND",44.134720,-77.786940,ON,UTC-05:00
02HK008,"RAWDON CREEK NEAR WEST HUNTINGDON",44.338050,-77.477220,ON,UTC-05:00
02HK009,"BURNLEY CREEK ABOVE WARKWORTH",44.195840,-77.911670,ON,UTC-05:00
02HK010,"TRENT RIVER AT TRENTON (AFFRA)",44.108330,-77.579170,ON,UTC-05:00
02HK011,"MAYHEW CREEK NEAR TRENTON",44.109170,-77.612530,ON,UTC-05:00
02HK015,"SALT CREEK NEAR CODRINGTON",44.204560,-77.819080,ON,UTC-05:00
02HK016,"TROUT CREEK NEAR CAMPBELLFORD",44.307000,-77.830940,ON,UTC-05:00
02HK017,"HOARDS CREEK NEAR WELLMAN",44.336940,-77.628670,ON,UTC-05:00
02HL001,"MOIRA RIVER NEAR FOXBORO",44.253610,-77.419170,ON,UTC-05:00
02HL003,"BLACK RIVER NEAR ACTINOLITE",44.539440,-77.370830,ON,UTC-05:00
02HL004,"SKOOTAMATTA RIVER NEAR ACTINOLITE",44.549720,-77.328060,ON,UTC-05:00
02HL005,"MOIRA RIVER NEAR DELORO",44.499720,-77.618330,ON,UTC-05:00
02HL007,"MOIRA RIVER NEAR TWEED",44.488610,-77.319440,ON,UTC-05:00
02HL008,"CLARE RIVER NEAR BOGART",44.483330,-77.227790,ON,UTC-05:00
02HM002,"DEPOT CREEK AT BELLROCK",44.471390,-76.762780,ON,UTC-05:00
02HM003,"SALMON RIVER NEAR SHANNONVILLE",44.207220,-77.209170,ON,UTC-05:00
02HM004,"WILTON CREEK NEAR NAPANEE",44.239440,-76.849440,ON,UTC-05:00
02HM005,"COLLINS CREEK NEAR KINGSTON",44.256390,-76.612500,ON,UTC-05:00
02HM006,"MILLHAVEN CREEK NEAR MILLHAVEN",44.226390,-76.759160,ON,UTC-05:00
02HM007,"NAPANEE RIVER AT CAMDEN EAST",44.334720,-76.838890,ON,UTC-05:00
02HM009,"WEST BRANCH LITTLE CATARAQUI CREEK NEAR KINGSTON",44.240000,-76.578890,ON,UTC-05:00
02HM010,"SALMON RIVER AT TAMWORTH",44.486110,-76.993060,ON,UTC-05:00
02HM011,"MILLHAVEN CREEK NEAR SYDENHAM",44.418890,-76.595000,ON,UTC-05:00
02JC008,"BLANCHE RIVER ABOVE ENGLEHART",47.889170,-79.879450,ON,UTC-05:00
02JD013,"BAY LAKE AT LATCHFORD",47.321110,-79.811940,ON,UTC-05:00
02JE011,"LAKE TIMISKAMING AT HAILEYBURY",47.450000,-79.629720,ON,UTC-05:00
02JE013,"OTTAWA RIVER AT MATTAWA",46.320560,-78.710830,ON,UTC-05:00
02JE024,"OTTAWA RIVER BELOW TEMISCAMING",46.707780,-79.101390,ON,UTC-05:00
02JE025,"TEMISCAMINGUE (LAC) À TEMISCAMING",46.718330,-79.105000,QC,UTC-05:00
02JE026,"TEMISCAMINGUE (LAC) À VILLE-MARIE",47.329440,-79.444730,QC,UTC-05:00
02JE027,"AMABLE DU FOND RIVER AT KIOSK",46.091830,-78.886000,ON,UTC-05:00
02JE028,"NET CREEK BELOW NET LAKE",47.082500,-79.731400,ON,UTC-05:00
02KA015,"AUMONDE CREEK NEAR MATTAWA",46.276250,-78.478330,ON,UTC-05:00
02KB001,"PETAWAWA RIVER NEAR PETAWAWA",45.886110,-77.315280,ON,UTC-05:00
02KC009,"BONNECHERE RIVER NEAR CASTLEFORD",45.496390,-76.564720,ON,UTC-05:00
02KC015,"MUSKRAT RIVER NEAR PEMBROKE",45.797750,-77.108330,ON,UTC-05:00
02KC018,"INDIAN RIVER AT PEMBROKE",45.818060,-77.124030,ON,UTC-05:00
02KD002,"YORK RIVER NEAR BANCROFT",45.052360,-77.844670,ON,UTC-05:00
02KD004,"MADAWASKA RIVER AT PALMER RAPIDS",45.328060,-77.515560,ON,UTC-05:00
02KF001,"MISSISSIPPI RIVER AT FERGUSONS FALLS",45.053050,-76.285550,ON,UTC-05:00
02KF005,"OTTAWA RIVER AT BRITANNIA",45.365000,-75.805000,ON,UTC-05:00
02KF006,"MISSISSIPPI RIVER AT APPLETON",45.176390,-76.123610,ON,UTC-05:00
02KF010,"CLYDE RIVER NEAR LANARK",45.045830,-76.400830,ON,UTC-05:00
02KF011,"CARP RIVER NEAR KINBURN",45.417500,-76.198610,ON,UTC-05:00
02KF012,"INDIAN RIVER NEAR BLAKENEY",45.245560,-76.260280,ON,UTC-05:00
02KF013,"CLYDE RIVER AT GORDON RAPIDS",45.133890,-76.630000,ON,UTC-05:00
02KF015,"GRAHAM CREEK AT NEPEAN",45.343580,-75.808080,ON,UTC-05:00
02KF016,"MISSISSIPPI RIVER BELOW MARBLE LAKE",44.843060,-77.120000,ON,UTC-05:00
02KF017,"BUCKSHOT CREEK NEAR PLEVNA",44.968330,-76.966390,ON,UTC-05:00
02KF018,"FALL RIVER AT OUTLET OF BENNETT LAKE",44.947780,-76.410840,ON,UTC-05:00
02KF019,"MISSISSIPPI RIVER AT OUTLET OF DALHOUSIE LAKE",44.972580,-76.539170,ON,UTC-05:00
02KF020,"SHARBOT LAKE AT OUTLET OF SHARBOT LAKE",44.774720,-76.640270,ON,UTC-05:00
02LA004,"RIDEAU RIVER AT OTTAWA",45.381670,-75.697780,ON,UTC-05:00
02LA006,"KEMPTVILLE CREEK NEAR KEMPTVILLE",44.993890,-75.662780,ON,UTC-05:00
02LA007,"JOCK RIVER NEAR RICHMOND",45.249440,-75.790560,ON,UTC-05:00
02LA015,"OUTAOUAIS (RIVIERE DES) À HULL",45.431420,-75.706170,ON,UTC-05:00
02LA024,"TAY RIVER IN PERTH",44.896950,-76.252500,ON,UTC-05:00
02LA026,"STEVEN CREEK NEAR NORTH GOWER",45.137940,-75.705080,ON,UTC-05:00
02LA027,"RIDEAU RIVER ABOVE RIDEAU FALLS",45.439920,-75.692940,ON,UTC-05:00
02LB005,"SOUTH NATION RIVER NEAR PLANTAGENET SPRINGS",45.517500,-74.978890,ON,UTC-05:00
02LB006,"CASTOR RIVER AT RUSSELL",45.261940,-75.344440,ON,UTC-05:00
02LB007,"SOUTH NATION RIVER AT SPENCERVILLE",44.842220,-75.543890,ON,UTC-05:00
02LB008,"BEAR BROOK NEAR BOURGET",45.426390,-75.153340,ON,UTC-05:00
02LB009,"SOUTH NATION RIVER AT CHESTERVILLE",45.100800,-75.226670,ON,UTC-05:00
02LB013,"SOUTH NATION RIVER AT CASSELMAN",45.316940,-75.092200,ON,UTC-05:00
02LB017,"NORTH BRANCH SOUTH NATION RIV. NR HECKSTON",44.994940,-75.516330,ON,UTC-05:00
02LB018,"WEST BRANCH SCOTCH RIVER NEAR ST. ISIDORE DE PRESCOTT",45.375330,-74.948000,ON,UTC-05:00
02LB020,"SOUTH CASTOR RIVER AT KENMORE",45.227780,-75.412780,ON,UTC-05:00
02LB022,"PAYNE RIVER NEAR BERWICK",45.191670,-75.105560,ON,UTC-05:00
02LB031,"SOUTH BRANCH SOUTH NATION RIVER NEAR WINCHESTER SPRINGS",45.014170,-75.355170,ON,UTC-05:00
02LB032,"RIGAUD RIVER NEAR ST. EUGENE",45.491420,-74.441805,ON,UTC-05:00
02LB033,"BECKETTS CREEK NEAR BECKETTS CREEK",45.520750,-75.358330,ON,UTC-05:00
02MB006,"LYN CREEK NEAR LYN",44.525000,-75.805280,ON,UTC-05:00
02MB010,"BUELLS CREEK AT BROCKVILLE",44.585830,-75.691670,ON,UTC-05:00
02MC001,"RAISIN RIVER NEAR WILLIAMSTOWN",45.155280,-74.638340,ON,UTC-05:00
02MC005,"SAINT-LAURENT À POINTE DES CASCADES (MPO)",45.334444,-73.962111,QC,UTC-05:00
02MC026,"RIVIERE BEAUDETTE NEAR GLEN NEVIS",45.274170,-74.493610,ON,UTC-05:00
02MC027,"RAISIN RIVER AT BLACK RIVER",45.080610,-74.868000,ON,UTC-05:00
02MC028,"RIVIERE DELISLE NR ALEXANDRIA",45.316670,-74.644170,ON,UTC-05:00
02MC030,"SOUTH RAISIN RIVER NEAR CORNWALL",45.051390,-74.773610,ON,UTC-05:00
02MC036,"RIVIERE DELISLE NEAR GLEN NORMAN",45.317500,-74.601390,ON,UTC-05:00
02MC037,"GARRY RIVER NEAR ALEXANDRIA",45.290000,-74.650000,ON,UTC-05:00
02OA003,"MILLE-ÎLES À BOIS-DES-FILION",45.662953,-73.752165,QC,UTC-05:00
02OA013,"OUTAOUAIS À STE-ANNE-BELLEVUE (MPO)",45.404657,-73.956646,QC,UTC-05:00
02OA016,"SAINT-LAURENT À LASALLE",45.415012,-73.623166,QC,UTC-05:00
02OA033,"OUTAOUAIS À MARINE STE-ANNE",45.402500,-73.948890,QC,UTC-05:00
02OA039,"SAINT-LOUIS À POINTE-CLAIRE (MPO)",45.427687,-73.820680,QC,UTC-05:00
02OA041,"SAINT-LAURENT (FLEUVE) A LA PRAIRIE",45.464440,-73.520000,QC,UTC-05:00
02OA107,"OUTAOUAIS (RIVIERE DES) A TERRASSE-VAUDREUIL",45.388889,-73.998065,QC,UTC-05:00
02OB011,"SAINT-LAURENT À LANORAIE",45.959419,-73.214598,QC,UTC-05:00
02OE012,"MEMPHRÉMAGOG À MAGOG",45.267550,-72.161508,QC,UTC-05:00
02OH001,"CHAMPLAIN À PHILIPSBURG",45.039806,-73.079654,QC,UTC-05:00
02OJ007,"RICHELIEU AUX RAPIDES FRYERS",45.398470,-73.258449,QC,UTC-05:00
02OJ016,"RICHELIEU À ST-JEAN",45.302319,-73.250012,QC,UTC-05:00
02XA003,"LITTLE MECATINA RIVER ABOVE LAC FOURMONT",52.228330,-61.322500,NL,UTC-04:00
02YA002,"BARTLETTS RIVER NEAR ST. ANTHONY",51.449170,-55.641940,NL,UTC-03:30
02YC001,"TORRENT RIVER AT BRISTOL'S POOL",50.607500,-57.151110,NL,UTC-03:30
02YD002,"NORTHEAST BROOK NEAR RODDICKTON",50.928890,-56.112220,NL,UTC-03:30
02YE001,"GREAVETT BROOK ABOVE PORTLAND CREEK POND",50.160280,-57.579170,NL,UTC-03:30
02YF002,"CAT ARM RESERVOIR NEAR SPILLWAY",50.075000,-56.916110,NL,UTC-03:30
02YG001,"MAIN RIVER AT PARADISE POOL",49.812780,-57.156670,NL,UTC-03:30
02YJ001,"HARRYS RIVER BELOW HIGHWAY BRIDGE",48.575280,-58.363330,NL,UTC-03:30
02YK002,"LEWASEECHJEECH BROOK AT LITTLE GRAND LAKE",48.622220,-57.933330,NL,UTC-03:30
02YK005,"SHEFFIELD BROOK NEAR TRANS CANADA HIGHWAY",49.336390,-56.665550,NL,UTC-03:30
02YK008,"BOOT BROOK AT TRANS-CANADA HIGHWAY",49.266390,-57.103890,NL,UTC-03:30
02YK010,"GRAND LAKE EAST OF GRAND LAKE BROOK",48.670000,-58.079440,NL,UTC-03:30
02YL001,"UPPER HUMBER RIVER NEAR REIDVILLE",49.240550,-57.362500,NL,UTC-03:30
02YL003,"HUMBER RIVER AT HUMBER VILLAGE BRIDGE",48.983890,-57.761390,NL,UTC-03:30
02YL004,"SOUTH BROOK AT PASADENA",49.011940,-57.613060,NL,UTC-03:30
02YL005,"RATTLER BROOK NEAR MCIVERS",49.058310,-58.105190,NL,UTC-03:30
